username,content,sentiment
kompascom,"KPK sebelumnya menetapkan Rafael Alun Trisambodo sebagai tersangka dugaan gratifikasi berupa uang.

Gratifikasi itu diduga diterima selama 12 tahun, sejak 2011 hingga 2023 dalam kapasitasnya sebagai pemeriksa pajak pada DJP Kemenkeu.",Positif
Gagitupip_,"Ngakak bgt liat vt BC, yg komen pada roasting semua saking udh pd males dgn drama-drama di kemenkeu dan antek-anteknya",Positif
a2_smart1,"@prastow Berbuat jujurlah berani membongkar kemungkaran dan kejahatan yang ada di Kemenkeu.
baru anda pasrah hidup kpd Allah SWT",Positif
ekoharijiancuk,"@muannas_alaidid Ya disitu dia Aslinya Bekerja, kalo di Kemenkeu dia berstatus ""MAGANG""🤣😂",Positif
BapasTidore,Materi yang disampaikan: Urgensi dan peran strategis pejabat perbendaharaan negara dalam pengelolaan keunangan dan tata cara peningkatan kompetensi pejabat perbendaraan negara pada satuan kerja pengelola APBN oleh Direktorat Sistem Pembendaharaan dan Pusdiklat Anggaran Kemenkeu.,Positif
padilpong,agak ketawa geli membaca surat kemenkeu terkait tawaran alokasi lulusan stan 2 thn lalu ke 85 kl dan 52 pemda wkwkwkwk gemes sm realita kerjaannya,Positif
rooney_8,@kegblgnunfaedh Ini agnes sampai bikin Menko @mohmahfudmd dan DPR RDP bikin gonjang ganjing kemenkeu luarr biasa,Positif
ekoharijiancuk,"@islah_bahrawi @Metro_TV ""Tolong jg semua jangan disita, ... Itu semua adalah hasil Kerja Suamiku, tolong kalian bisa maklumin, bakat suami saya asli tukang rampok, pas kebetulan di Kemenkeu ya ngerampok lagi,...mohon maklum ya🙏"" kata Bu rafael",Negatif
kl8622,"@CNNIndonesia Kepolisian sudah terungkap, Kemenkeu sudah terungkap, sekarang KPK harus segera diungkap....",Positif
Fadlipenyair,@tvOneNews Piye @kemenkeu sdh pakai seragam oranye☝️!!!..kpan Bu Sri mundur?...🤔😁,Negatif
Jerukni01528287,"@BosPurwa Klo di hitung2 tendangan/pukulan Mario Dandy lebih mahal dari pukulan petinju profesional. Kurang dari 1 jam dia berhasil membuat triliunan duit keluar dari sarangnya. Keluarga, Kemenkeu, pelaku flexing, etc. Dia penjahat sekaligus pahlawan anti korupsi bukan sih?🤗🤗🤗",Negatif
degreatiskandar,@SateTong Dahal klo pen cepet kaya jadila pegawe kemenkeu🤭,Positif
urchinio,"@BennyHarmanID ""dana ... di Kemenkeu"" maksudnya di kas negara Pak? Ato Kemenkeu punya rekening sendiri buat nyimpan?",Positif
celuteh,@yanuarnugroho Alasan bu sri mulyani apa ya kok kekeh pajak harus tetep di kemenkeu? Padahal tupoksi kemenkeu itu terlalu jumbo sehingga tdk efektif,Negatif
VigietWaluyo,"@bagiwang Tahun 2019, ada 8.628 orang yg melamar Kemenkeu, yg diterima cuma 11 😁",Positif
shanriz94,"Krn PC, Irjen Pol Sambo dipidana Hukuman Mati.,
Krn Linda, pak Teddy Minahasa dituntut Hukuman Mati.,
Krn Agnes, David hampir mati, Mario dan bapaknya ditahan, ibunya melarat dan Kemenkeu digoyang..,
Kesimpulannya....",Positif
YRadianto,"Khusus dugaan TPPU yang langsung melibatkan oknum Kemenkeu dengan modus perusahaan cangkang ini, nilainya ditaksir lebih dari Rp 35 triliun.  Melibatkan 461 ASN Kemenkeu, 11 ASN kementerian/lembaga lain dan 294 non-ASN.",Positif
PowerInvestindo,"@vita_AVP Siapakah Suryo Prabowo?
Bgm dia meniti karir di Kemenkeu? 
Bgm dia dg cerdik dlm mengumpulkan harta bendanya? 
Bgm PPATK &amp; KPK tdk mengetahui harta bendanya yg tersembunyi karena kedua instansi tsb hanya mengandalkan LHKPN, bgm kalo LHKPN tsb dimanipulasi?
@kemenkeu @DitjenPK",Positif
AdmaJoe,@logikapolitikid Kalo kataku sih KEMENKEU dongggg bang EL @logikapolitikid,Positif
HerryNuryadi1,@alief2223 @__AnakKolong Penyerangan terus2an biasanya tanda kepanikan. Saya tidak yakin klo dia mau bela SMI atau kemenkeu. Sptnya ada dana dr entitas2 yg kemarin di sebutkan pak @mohmahfudmd di rdp dpr menyebar ke para buzzer twiter. Dan lucunya hanya 1 akun saja yg terus mendiskreditkan profmen,Negatif
lalalesiagian,@KemenkeuRI Semangat kemenkeu!!,Positif
edibas81,@soeyoto1 @PDemokrat @AgusYudhoyono Pengalihan isu 300t kemenkeu,Negatif
abas_jo,"@keuangannews_id Biasanya Sama dgn kementerian lain nya, bahwa setiap kementerian itu ada Parpol yg ""menaungi"" nya.. 

So, siapapun Menteri nya, bohir parpol lbh ""berkuasa"" disana.. 😅🙈

Nampaknya demikian juga Di kemenkeu 🤭🤭😷",Positif
agung_bullnerd,"@hi_iamjune Iyaa betull, kebanyakan pejabat dari Kementrian ESDM sama Kemenkeu rangkap jabatan komisaris",Positif
YudhiDharmawa14,"@muannas_alaidid Memelencengkan arti ""tax amnesty"" ala kemenkeu @KemenkeuRI sehingga memperkayq diri,maling.bukan masuk kas negara.kantor rampok @kemenkeu ,benar kan pak istilahnya @mohmahfudmd @jokowi",Negatif
Concrete_buster,"@tirta_cipeng Dok, tips color blocking streetwear dong biar gk kampungan kyk keluarga pejabat2 kemenkeu. Mainan warna dokter kyknya on point terus.",Negatif
kedondong2288,@03__nakula @NaniTriani20 @amrudinnejad_ @Jkt_Networks2 @heni_nuraeni123 @nuansabening28 @N_i_u_584 @nimas31 @Novelis11 @pejuangind01 @Aryprasetyo85 Para pejabat di kemenkeu yg sudah biasa hedon harap tampil misqeen supaya tidak terendus sama netizen +62. Sembunyikan harta kalian mumpung masih aman.,Positif
Makanituenakwoy,@Tan_Mar3M Mudah2an bukan Buat pengalihan isu kemenkeu lah......,Positif
janetez69,"@VIVAcoid Tinggal minta kemenkeu menggandakan, kan beres?",Positif
Nirs14167950,"@susipudjiastuti Kagak usah utang napa, ambil ja harta rampasan dr pelaku money loundry dr KEMENKEU",Negatif
Rizkybaswedan,@Heraloebss Bongkar semua pak alun.   Bongkar semua bobrok nya Kemenkeu dan Dirjen pajak bserta pejabat lain nya . Kami rakyat memonitor. Pasti bnyk uang pajak rakyat yg di makan oleh mereka...!!!,Positif
RamaRoom,Pak @mohmahfudmd kenapa korupsi di @kemenkeu susah banget di deteksi @KPK_RI dan @bpkri ..kasus terakhir kalo anaknya TDK berbuat salah Rafael sampai skrng masih menikmati gratifikasi di @DitjenPajakRI sampai skrng.. ini bgmn mana ya pak solusinya..masa nunggu Rakyat Muak dulu,Positif
kppndenpasar037,"Desa ini merupakan salah satu desa penerima TKD yakni alokasi dana desa dari @KemenkeuRI yang disalurkan melalui KPPN Denpasar selaku unit vertikal @DJPb_Kemenkeu !

Tidak hanya itu, beras yang digunakan pada resto ini juga beras organik produksi desa ini sendiri lho!",Positif
lukmanharun2003,"@KemenkeuRI Tetap semangat membangun negeri dari kepatuhan perpajakan, apabila ada yg perlu dilaporkan bisa langsung disampaikan melalui WISE Itjen Kemenkeu",Positif
edibas81,"@Hasbil_Lbs @SartonoHutomo @AgusYudhoyono Setelah riuh 300t di kemenkeu.
Terbitlah ok Moeldoko.

Pengalihan isu..?",Positif
HastoSuprayogo,"@OktaDiantama @KemenkeuRI @beacukaiRI Di situasi krisis kepercayaan publik terhadap #BeaCukai, #DirjenPajak dan #Kemenkeu, nampaknya social media bukan wahana yang pas untuk edukasi.

Emosi publik belakangan sedang tinggi sehingga konten edukasi apapun tidak akan efektif mengedukasi, malah terasa tak tahu diri.",Positif
linglin53187986,@jokowi Yg radikal di Kemenkeu bnyk uang negara pd di garong 😁,Negatif
rara59103812,@prastow @mohmahfudmd THR dan Gaji 13 PNS kenapa cuma 50% woiiii.... knp departemen kemenkeu gaji nya berlipat2 dari PNS departmen lain seperti TNI/POLRI. Sy tidak percaya departemen Kemenkeu ini😤😤,Negatif
smartAde091,"@KompasTV Rafael alun jd tumbal utk kejahatan yg lbh besar. Kpk Jgn berhenti disini. Masuk ke rekening gendut lain di kemenkeu.
Pajak, bea cukai",Positif
Swd66076399,@VIVAcoid Ini istana ikn.....saya berdoa semoga tidak menjadi Hambalang ke2...ada ada saja masa sampai gaji berbulan bulan...apa uangnya di korupsi pegawai Kemenkeu yang ratusan triliun itu atau kepala otoritanya gak becus...ingat ok..membayar upah orang itu sebelum kering keringatnya..,Negatif
RingkarManurun2,"@KompasTV Biar saja, biar ibu menteri paling PD dengan instansinya koreksi diri. Memanjakan pegawai Kemenkeu dengan banyak tunjangan mengakibatkan kesenjangan antar PNS  ternyata tidak menghilangkan keserakahan pegawai mu ibu yg katanya pintar. Hahahahhaa",Negatif
dodzilla76,"@prastow Setuju, dunia ini panggung sandiwara. Terbukti kaka Rafa dan kaka Andipram jago bangat aktingnya. Apa ga sebaiknya Kemenkeu buka ekskul teater buat menyalurkan bakat pegawai2nya?",Positif
txtboy_,"@txtdrpemerintah Imigrasi, kemenkeu?",Positif
pejuang_LDM,"@logikapolitikid @mohmahfudmd Dari awal aku juga udah ngevukung pak @mohmahfudmd  bang el

Tapi napa ada akun2 besar di twitter yg seakan2 jadi buzzer kemenkeu, 
Sangat diluar nayla , gak habis fikrilah pokoknya",Positif
ben_juventino,"@AmponPondek @HelmiFelis_ Jangan samakan Bahar dengan Kemenkeu dong 😁😁😁😁😁, Bahar bukan pejabat negara ,dan penjemputan Kemenkeu atas ijin atasan otoritas bandara sedang penjemputan Bahar TANPA IJIN ATASAN DAN TIDAK SESUAI SOP",Positif
MaxRain173,"@txtdaritax Or thrnya buat kemenkeu lah kan mereka yg cari duit, enak aja kael lain tinggal minta",Positif
heero52218780,"@Gatho_loco_ @narkosun Kalau d aturan BUMN, secara tertulis tidak boleh rangkap jabatan. Yah begini boss,. Di berita malah sampenbergilir ganti2an jadi direksi wkwkkwkw..... Aku ga paham kalau aturan Kemenkeu sama BUMN ini. Kalau Pelindo tidak boleh kbnyakan direksi pensiunan AL",Positif
ben_juventino,"@AmponPondek @HelmiFelis_ Anda terlalu bodoh , itu sesuai SOP karena Menkeu adalah pejabat negara , dan itu adalah kerja sama antar instansi dalam melakukan kemanan penerbangan,bea cukai dibawah Kemenkeu biasanya penjemputan dilakukan pihak bea  cukai yg kantornya berada di wilayah bandara",Negatif
wojiaolamph,"@DestaEdo174528 @Sopojarwo_wp @KompasTV Jangan terlalu mnghujat PNS, gaji PNS tdk semua sma bang. Yg enak itu PNS kyak kemenkeu atw beacukai. Udah tunjangan segede gaban, malah masih KKN. PNS daerah bnyak yg gajinya 
Memprihatinkan. Tunjngan aja dibayar tdk tntu kapan, tergantung APBD.",Negatif
UHarjito,"@AGoeci @AH_SiregarXIX @jokowi Ketua KPK yg pilih dan lantik presiden. Jadi ada sangkut pautnya, malah melekat, makanya motto jokowi, saya akan pimpin sendiri pemberantasan korupsi.... Pake ape... Ya KPK. Hasilnya ternyata tergantung pesanan.
Duit 349T Kemenkeu, KPK ogah cari tikus.",Negatif
AshhabulYamin4,"@MelesetDikit Kemenkeu, urusin uang....gudang uang.....uang banyak banget, ad yg ga doyan uang....yakin....???, kapan lagi mumpung era gampang....pejabat mah ga kenal mati makanya ga kenal sama pertanyaan stlh mati, ga nendang dilevel M.....main di T atuhhh.....garuk abissssslah.",Positif
_veeellll,"kenapa sih pada kaget kemenkeu di jamaika selatan korupsi nya gede gedean, jelas jelas mereka tangan pertama yang ngelola uang negara sebelum di sebar di apbn/apbd, bupati queens aja yang bisa di bilang orang ke sekian yang nerima uang negara korupsi nya aja bisa miliaran.",Positif
GarisGiras,"@NOTASLIMBOY Rezim yg treak2 kerja, kerja, kerja; tp kerjanya bikin kontens: surplus akting, defisit aksi.

Minimal tampak pd buruknya problem solving: treak2 radikal radikul cm tuk tutupi aliran uang yg mencurigakan bahkan capai ratusan trilyun di kemenkeu, msl.

Blm, proyek2 minim kajian.",Negatif
aris_didacus,@Ojoklalenya @MajelisUlamaID Buseettt....ini ngemisnya ke BUMN atau ke KEMENKEU ×...🤣🤣,Negatif
Kemenkumham_Jtm,"4 orang peserta dari Universitas Brawijaya, 9 orang peserta dari Kanwil Kemenkumham Jawa Timur, 3 orang Tenaga Ahli TIK, 1 orang dari DJA Kemenkeu.",Positif
truzlover,"@notmuchbunch @mengcommel @txtdrakuntansi Bisa. Kemenkeu pernah buka pendaftaran cpns di luar sekolah dinas, ada pendaftaran jg buat pajak...",Positif
wijimoharwan,"@IndonesiaB001 @BloombergTZ @KemenkeuRI Saya anggap paling gede tetep di dirjen pajak dan bea cukai, kementrian lain sama banyak korup tapi tidak se gede di kemenkeu",Positif
BimoTjontong,"@muannas_alaidid Kaya gini Irjen Kemenkeu gak tau, tukinnya gede lagi. Pajak rakyat buat gaji sampah.",Negatif
dedefirman2014,"@madHink @banua_dafi @yanuarnugroho Positifnya itu apa mas dipisahkan? Apakah selama dibawah kemenkeu ada ""pengganjal""?",Negatif
Baron_Jackalz,@KurniadiDjap @MakNyinyik @Asgar021 @__AnakKolong @mohmahfudmd Baiklah ..kalo memang bukan karena pertemanan dengan ED... semoga apa yang disampaikan @__AnakKolong tentang @mohmahfudmd semata mata untuk mencari kebenaran tentang kejadian di Kemenkeu,Positif
affanaffa12,"@Obay_Kusut1981 Bila @mohmahfudmd mengundurkan diri dari rezim ini , dan berani ungkap siapa"" oknum"" di balik TPPU Kemenkeu
Baru sy percaya ...",Positif
zabidy72,"Kl menurut sy apa yg sdh dilakukan oleh Bapak Mahfud MD terkait dgn kasus sambo dan kasus dugaan tppu di kemenkeu  bagian dr menguak yang ingin diketahui masyarakat,bahwa apa yg menjadi dugaan2  selama ini terhadap institusi bahwa korupsi, kolusi, nepotisme  memang biasa terjadi",Positif
ryngosqrd,"Balik nyampe ke Indo pertama kali bukan diucap ""Selamat Datang Kembali"", tapi ""Silakan isi formulir Bea Cukai"" 

Bukan maen @beacukaiRI @KemenkeuRI @kemenkeu",Negatif
mfatahilahakbar,"Inilah anehnya, di Kemenkeu ada perputaran uang 349 T dan ada dugaan kongkalingkong pajak,,

Tpi target pajak selalu terpenuhi tiap tahun dan ada bonus tuk pegawai2nya... apakah karena target yg terlalu di bawah potensi pajak sebenernya?",Positif
atapberteduh,"@iimfahima Kemenkeu durhaka sm tunjangan guru kali ya, jadinya pendidikan adab pun gak sampai di otak anaknya 😅",Negatif
abimobilindo,"@mohmahfudmd bongkar pak mahfud bokbrok nya di kemenkeu ..rakyat udh cape di bohongin sama oknum pejabat rakus, .",Positif
gapithwidodo,"@Heraloebss kalau mau adil, yang kekayaannya mencurigakan di kemenkeu juga perlu di check tuh sama KPK..masak sih cuman pak Alun...jangan2 yg lain gercep sembunyikan harta yang gak wajarnya",Positif
manramino,"@geloraco Setidaknya fitnah jgan membabi buta palagi di bulan puasa,hnya karna dendam kesumat,kebencian tanpa tobat. Prof @mohmahfudmd  bilang indikasi pencucian uang tsb terjadi bahkan sejak 2009 kan.Bau busuk sistem di kemenkeu mengendap tak tercium,absolut hanya kau timpakan pdnya saja?",Negatif
DanaPensiun22,@AsliCelak @Dennysiregar7 @erickthohir @smindrawatii @KemenkeuRI @KemenBUMN Wah itu yg paling ditunggu itu. Saya sudah kirim surat berulang kali tidak dijawab. Bahkan staf humas Kemenkeu @prastow maupun staf BUMN @AryaSinulingga tidak merespon sama sekali. Mungkin beliau sdh tahu @KemenkeuRI  &amp; @KemenBUMN dlm posisi melawan UU.,Positif
BOLATIME1,@Heraloebss Andai beneran bisa. Aku pengen kemenkeu jadi cliennya.,Positif
AGUSHAR26349634,@RiaKeynou PDIP Tolak DPR Bentuk Pansus Kasus Rp349 Triliun di Kemenkeu??😁😉,Negatif
merlotivy,"Mari kita fokuskan energi kita untuk memantau kasus yang lebih penting seperti Rafael Alun, Kemenkeu, Bea Cukai, Ditjen Pajak, pejabat korup, pejabat hedon, pencucian uang miliaran dan triliunan di lembaga pemerintahan. 
Kasus tetek gede, sungguhlah tidak penting. Let us move on.",Positif
nepriadi74,"@ch_chotimah2 @SBYudhoyono @panca66 @AgusYudhoyono Mengalihan isu, uang haram di Kemenkeu, pencucian uang 349T yg sedang marak diberitakan/...pa Mahfud MD gimana khabarnya pencucian uang 349T apakah sudah ditindaklanjuti ke proses berikutnya....",Negatif
AnakLolina2,"Ditjen Pajak, Kemenkeu beserta jajarannya sepertinya tidak lolos dari kritiknya bahkan di juluki TIKUS yg harus segera di bersikan.

Nah, kalau menteri serba tau itu sejak awal saya tidak yakin dgn kehebohan yg di buatnya, jd saya setuju jika dia di cuci bersih.",Positif
zen_hoho,@Zulkifli_DRamli @fajarnugros Yang udah ke permukaan kasus Kemenkeu 300T dan kasus bea cukai 189T aja ada kemungkinan bisa ilang lho,Positif
gembuldony,"@logikapolitikid Eh, emang eselon I mana yang masih belum mampu beli ruko 19 M setelah puluhan tahun kerja? Terutama udah lama kerja sebagai PNS pas masa-masa jahiliyah (kalo di kemenkeu sebelum 2007).",Negatif
cahhmanis,@__AnakKolong @KemenkeuRI @AK__aja Bukane rapat masih mau dilanjut bareng Kemenkeu juga om?,Positif
GarisGiras,"@islah_bahrawi Ummat di kampung2 msh murni2, diracuni mantan napi kriminal dg konsep yg berbeda itu hrs dienyahkan atas nama radikalisme.

Meski bahaya yg merujak negara ini adalah korupsi: perputaran uang 300-an T yg mencurigakan di kemenkeu cm msl.

Mantab; teruskan treak radikal radikul.",Positif
itbfess,"Aspirasi! Sekolah kedinasan seharusnya dibubarin, hasilnya banyak yang aneh-aneh: Kemenkeu, sekda, kemenhub, kpk, kepolisian, dll.",Negatif
auliamed,"@VDraculae2323 Sm mmg penghancur ekonomi rakyat , masak anggota nya bermain 13 ribu orang MERAMPOK UANG NEGARA DI KEMENKEU YG DIA PIMPIN TIDAK TERDETEKSI NYA..? KECUALI MMG ITU ADALAH PEMBIARAN.. ATAU JG MMG SEBUAH UPY MEMPERKAYA DIRI DGN MEMBERI KESEMPATAN ANAK BUAH BEKERJA.",Negatif
Jomatxx,"@geloraco Ha ha ha ha, representasi semua orang2 kemenkeu. Pencoleng2 bersandiwara.",Negatif
BetaEpsilonPhi,"@vania___ Sejauh pengalaman nyusun anggaran, hangus.

Biasanya setelah itu, anggaran dipotong via revisi anggaran atas perintah Kemenkeu.",Positif
OwiOwl1,"530 Trilyun yg digasak di kemenkeu, pantesan makin banyak PNS yg telat gajian, BuMn juga, swasta juga udah mulai nih 🤭",Negatif
blank0429,"Salam

Apa yang terbersit di Pikiran Teman² sekalian ketika mendengar berita PDIP menolak pembentukan Pansus 349 Trilyun di Kemenkeu?",Positif
denihartono513,@GunRomli Sekalian bongkar kasus 349T di kemenkeu😁. @mohmahfudmd,Positif
BatuKepla,"@KaredokLeunca__ @mohmahfudmd @kpk Menurut si mprof, kasus formula E dan  berbagai anggaran ga jelas si gabener itu ga  segurih kasus di kemenkeu. Begutulah kura2.  😁😁😁",Positif
DandyMa98365493,"@Srik4ndiMuslim2 @Freedoml4ndsatu bukan angin nya sdh bertiup!!!! di stadion Kanjuruhan Angin Gas Air mata  menewaskan lbh kurang 139 Orang ,kalo di kemenkeu 349 triliun + 189 triliun import emas???    #MMDPembasmiKoruptor  #MMDPembasmiKoruptor",Negatif
Farhan_alzuhri1,@hyranna wahahaha loker Kemenkeu makanyaaa hehehehe,Positif
yuliasty277,"@logikapolitikid Jgn2 di tahan hanya sekedar gimmick nih biar kelihatan ada 'upaya' utk ngeberesin di jajaran kemenkeu. Semacem tumbal lah, ngorbanin 1 org buat ngesave bnyak kepala lainnya. Lagian dipenjara palingan cm bntr krn bnyak potong remisi2.",Positif
firlibahuri,"Dan sehingga ditingkatkan ke tahap penyidikan dengan menetapkan dan mengumumkan 
Tersangka, sbb : 
• RAT (Rafael Alun Trisambodo, tidak dibacakan), Pegawai Negeri Sipil pada Dirjen Pajak 
Kemenkeu RI dan selaku Penyidik Pegawai Negeri Sipil (PPNS) sejak tahun 2005.",Positif
Fanyweda,"@Dennysiregar7 Important-urgent: 
1. Permintaan maaf dan pengunduran diri Ganjar dan Wayan Koster.
2. Keringanan sanksi FIFA
3. Kasus 349 T Kemenkeu
4. Kasus BLBI
5. Kasus Century

Not Important - not urgent: 
Anies Baswedan

And justice for all..",Positif
gilangpputra,@_telida Seringnya di akhir tahun pas hari anti korupsi. Sisanya kayaknya tergantung djkn kemenkeu.,Positif
kiyowokiyod,yaudalah belok kemenkeu aj wlaupun g ikhlas😤😤😤😤😤😤😤😤,Positif
PejuangPTMN,"@kompascom Dirjen kemenkeu yg jadi beberapa komisaris bank ga mundur jadi dirjen, ga malu ya sama seorang politis muda golkar bernama Dito yg mundur di rans setelah menjadi Menpora.",Positif
uculstang,@fredykur0512 @beacukaiRI @ditjenbeacukai @prastow Prastow lagi pusing mikirin internal kemenkeu yg pada bandel,Negatif
Makmur13745478,"@OposisiCerdas Jika penegak hukum tidak cepat usut 349 triliun transaksi janggal di kemenkeu, jumlah kekayaannya bisa meningkat berapa kali lipat tahun depan?",Positif
kala_ismyname,ada di grup orng kemenkeu covidian cultist yg ngejek kita kaum konspirasi. skr sakit keras diem2 terus ketawan temennya eh dia marah. malu yaaaa.. kena kipi yaaa.,Negatif
naapenaa,"@AH_SiregarXIX Dilihat dr case, apkh iy kemenkeu berani mengeluarkan state tdk ad indikasi manipulasi HS &amp; hny berkasus pengenaan PPH utk ekspor. Jelas case brbeda tp mrk ga berani validasi jelas dugaan yg dilemparkn. Mas prestow ga berubah ya, pinter tp srg dpakai ngalihin isu (+sdh ad jubirna",Positif
ichsanfauzi6,@Giring_Ganesha @jokowi @psi_id @psi_id kalo sudah tau ada dana gelap senilai Rp 349 Triliun di Kemenkeu tindakan apakah yang layak untuk menangani kasus tersebut? Buat pansus apa segera mengesahkan RUU Perampasan Aset? Itu dana gelap berasal darimana? Kok tega!,Negatif
