userName,score,content,at
Jangkung Tampan,3,"Sinyal merah terus, pdhl jaringan okeee... Bs nge game",2023-03-20 18:48:48
Rahmat Rahmat,5,Sering ada gangguan offline,2023-03-20 18:48:08
Elfi Kasih Christiani Lase,1,Kok lampu indikatornya merah terus ya ? Padahal jaringan bagus. Saya nunggu lama tapi gak berubah lampu indikatornya..,2023-03-20 18:47:52
Kreasidigarasi,1,Bank m banking kenapa ni merah terus?,2023-03-20 18:47:45
Petir X500,1,ini Sebenarnya Nya Koplak Sinyal Mah bagus Tapi lampu suka Merah Pemotongan nya ajh Mahal Segitu masih kartu blue Parah nih bca,2023-03-20 18:47:26
Alka Reynend,5,Ok,2023-03-20 18:46:34
Jin Kazama,1,Sering ngebug sekarang indikator merah terusss,2023-03-20 18:46:32
Agus mahendra,1,knp ya indikator dari tadi merah terus.. padahal koneksi internet semua lancar,2023-03-20 18:46:31
Agung dika1788,5,Ok,2023-03-20 18:46:28
Selo Avrylio,5,"Tolong donk,gw mau setor tunai kgk bisa"" lampu nya merah mulu knpa kali..padahal jaringan gw full..ntr gw telat gajian kalau kyk gini",2023-03-20 18:45:59
Agos Fatah,2,Kok lemot merah terus,2023-03-20 18:45:50
Dhea Andika,1,Apk jelek bangetttt ga bisa d pakeee verifikasi terlalu berbelit-belit,2023-03-20 18:45:33
Live manajemen,3,"Mau tf notif merah,,,, padahal jaringan full 4g+ b3 aja lagi darurat mau tf malah merah,,,,,",2023-03-20 18:43:44
Lutvian Maulana,1,Padahal sinyal bagus. Tapi merah terus,2023-03-20 18:43:38
Dena Dirga,5,"Sangat membantu, transaksi jadi mudah",2023-03-20 18:43:25
Rizaluddin Ma'ruf,1,Susah terhubung,2023-03-20 18:43:18
Adhy P,3,Sekelas BCA mbankingnya susah bgt digunain pdhl lagi urgent. kesel bgt pdhl sinyal full buka aplikasi lain juga lancar jaya. Kok koneksinya merah trus ?!!!,2023-03-20 18:43:16
Ahmad Fajri,1,Apk tolol. Pulsa sudah habis 10rb hanya utk verifikasi saja. Tetap aja gabisa masuk. Dgn alasan internet buruk!! Sudah di email slow respon!!,2023-03-20 18:43:14
Sendi Hipno,5,Ini knpa kok merah warnanya ...,2023-03-20 18:43:06
Yudi Hanafi,5,Jangan lama2 eror nya ..drtd lampu merah mulu g ijo2,2023-03-20 18:42:46
Acep Ridwan,5,Eror trus,2023-03-20 18:42:45
Best Family,1,"Server kok lola abiss hadegh bank terbesar d indo tpi fasilitas down ,terlalu banyak mau ambil untung sih",2023-03-20 18:42:35
Nurul Ilma Amira,2,Sinyal bagus tapi indokator sering merah,2023-03-20 18:41:45
EA FREE Modal Kecil,2,"Lampu notif kok merah terus yaa, padahal sudah bagus jaringannya, sdh saya buka tutup aplikasi tapi tetap saja merah",2023-03-20 18:41:37
Dhofox,2,"Indikator gak mau hijau!! Gimana ini? Mau transaki, urgent! Malah error kya gini",2023-03-20 18:41:36
Syn Rice,2,Jaringan nya merah Mulu mau transfer ga bisa,2023-03-20 18:41:26
Pupung Gemilang,1,Bca kaya kartu 3 kalo ujan gangguan mulu.,2023-03-20 18:41:16
Muhammad Rezky,1,sering banget eror sinyal g ada,2023-03-20 18:41:03
A. Rudi,1,Jelek banget bnyak gangguan,2023-03-20 18:41:02
Agus Purwanto,3,BCA ini lagi trouble ya. Semua aplikasi bisa di gunakan kecuali BCA aja signalnya merah terus.,2023-03-20 18:41:00
Konten Koplak,2,Ini kanapa yaa dari tadi susah transaksi ga hijau hijau...merah terus...padahal buat internet lainnya ga ada masalah,2023-03-20 18:40:53
Bagus Prakoso,4,"Mengapa lampu indikator saya merah terus ya, padahal udah saya refres",2023-03-20 18:40:34
Fakhri Ilham,1,"Ada apa nih Aplikasi BCA yang sekarang ko jadi susah malah warna Merah terus dan sekali nya warna Hijau malah ada tulisan ""Maaf Transaksi Anda Tidak Dapat di Proses"". Padahal mau isi saldo Shoope. :(",2023-03-20 18:40:30
budi santosa,1,"Parah banget aplikasi ini. Buat tf gak bisa2. Jangan bilang karena sinyal ya, buat update aplikasi aja bisa. Masak buat tf gak bisa. Kan aneh.",2023-03-20 18:40:27
Ayahnabila Nabila,4,Bgus sangat membntu,2023-03-20 18:40:20
abdul aziz,5,Mantap pelayanan bca,2023-03-20 18:40:15
Chumell 25,1,Mulqi rusaakkkkk..😏😏,2023-03-20 18:39:21
Marta Ulina Telaumbanua,1,Kenapa anda bermasalah saat situasi penting. bikin esmosi kaks,2023-03-20 18:38:34
rOwie ardZ,2,"Selalu bermasalah dengan jaringan, tanda lampu nya selalu merah dan susah untuk hijau. Mau transfer pun jd susah.",2023-03-20 18:38:21
Santoso Lee,1,Hoy jaringane bosok bos...,2023-03-20 18:37:59
Syahdilla Derahfi,1,Lampu indikator merah lama banget aplikasi error mulu,2023-03-20 18:37:08
Niki Niko,1,Terlalu sering offline aplikasi ini,2023-03-20 18:37:04
Six pack,1,"Makin hari makin buruk, mau transaksi dengan mudah malah harus nunggu lama",2023-03-20 18:36:40
Samsang A51,1,"Verifikasi gagal terus padahal data2 sudah benar, foto wajah sudah jeles, makin jelek aja aplikasi ini🤢",2023-03-20 18:36:24
Gaz Bux,1,"ini gimana login ulang kok susah,, didalam ada uangnya juga,, payah",2023-03-20 18:35:07
fishing gaspool ewok,1,Sinyal merah teruss padahal jaringan semua ok dan internet ok hadeuhh,2023-03-20 18:34:09
ig Arif zaer,5,Goodjob,2023-03-20 18:34:04
Herman Khuzaemah,5,Top,2023-03-20 18:33:26
Fakhrunnisa Alba,1,M banking error. Aku mau tf padhl,2023-03-20 18:33:24
Puzi Anti,1,Kenapa sekarang gangguan terus kebanyakan ofline terus ini aplikasi nya gangguan terus,2023-03-20 18:33:22
andri rt,5,Lagi gangguan apa gimana ini kok merch terus yah,2023-03-20 18:33:21
Dendy Denzel,5,Mantaaaappp,2023-03-20 18:32:54
Cepi Herianto,1,"Ko lampu indikator nya merah terus, kenapa ini",2023-03-20 18:32:52
Madura Dura,5,Bagus dan mudah digunakan,2023-03-20 18:32:39
Agung Wibowo,1,"Makin lama makin jelek, mau transfer virtual account aja gagal gagal terus",2023-03-20 18:32:33
M I S A K O,1,Apaan si gua habis pulsa 10 ribu cuma buat verifikasi gagal. Mulu padhal sinyal full 4G tapi gagal mulu payahhh tolong perbaiki donk gimna si hah?,2023-03-20 18:32:27
Eric,1,"Tolong ini BCA mobile gmna, ko mau ngecek saldo lampu indikator nya merah terus padahal jaringan bagus",2023-03-20 18:32:04
Candra Andrianto,2,"haloo...kenapa Hari ini jam ini,kenapa tidak bisa transaksi di bca mobile?padahal ada pembayaran yang ingin di lakukan...sungguh mengecewakan.",2023-03-20 18:31:52
Paulus Lewa,1,Pulsa saya sampai habis code otp tidak terkirim 👎👎👎👎👎,2023-03-20 18:30:57
Yudho Nugroho,4,Alhamdulillah sdh aman,2023-03-20 18:30:41
Mitsan,1,Slow respon pada saat minta aktivasi,2023-03-20 18:30:34
Jihan Asmadiansyah,1,"Apk berak berapa banyak lu udh ngerugiin orang buat beli pulsa ? Aktivasi aja gabisa bisa . 10rb gua beli pulsa buat aktivasi doang ,pulsa mah abis tp BCA mah gabisa bisa lol . Perasaan BCA doang yang kena plsanya gede banyak enegnya . Mandiri gaada pulsa aja bisa boss . Kalo udh gini siapa yang dirugiin ? Konsumen boss . Kalo ganti rugi si gapapa Lo eek",2023-03-20 18:30:25
wahyu wawa,1,"Lagi kena musibah kah bank bca Susah banget mau akses m banking padahal urgent banget. Padahal.juga udh pake wifi, nonton youtube pake wifi aman mau pake m banking kok jadi kek mancing emosi",2023-03-20 18:30:21
Evi Patonah,2,Km lagi kenapa BCA aq lagi ada kepentingan kok km lemot bngt 😭 mau di hapus aja apa gmn ?,2023-03-20 18:30:08
Reny Widya Arianingrum,1,Semakin kesini semakin jelek padahal jaringan full tapi mo cek saldo gk bs mulu karna lampu indikator merah padahal sinyal full dn buat buka m-bangking bank yg lain bisa dn gk da kendala.,2023-03-20 18:30:02
Robby Arifin,1,Min sinyal saya bagus kok masih merah di BCA mobile nya gimana sih,2023-03-20 18:29:52
Aditya Rizwana,2,Knapa lampu indikator nya merah mulu ya,2023-03-20 18:29:33
randy arvian,1,Ini lampu indikator kenapa merah terus woyy .padahal jaringan buat yt buat browsing bisa dibaca doang lampu merah terus,2023-03-20 18:28:49
Nanang Sartino,5,Good,2023-03-20 18:28:43
Ammar Majid,1,kenapa ini lampu indikator merah terus aneh,2023-03-20 18:28:43
Dea Yustian,5,Bagus,2023-03-20 18:28:13
Bay Yagami,3,"Akhir² ini sering trouble, dipake transaksi Virtual di apk M-bangking status sukses tapi di e-commerce belum masuk.. Ditambah lagi makin lemot, sinyal sering merah.. Tolong segera di fix, karna sekarang makin banyak user m-bangking sebagai alat transaksi utama.. Tq",2023-03-20 18:28:12
Siti Yumaroh,3,Kenapa eror ya ..,2023-03-20 18:27:45
Akmal Alfajr,1,"Saya mau tranfer atau cek saldo ehh lapmu indikator nya malah merah terus gmna mau transaksi gabisa bisa ladahal jaringan lancar, perbaiki dong gmna nihh",2023-03-20 18:27:43
Randy edriyant,1,Gangguan bos tgl 20/03/2023 pukul 18:00 sampe skrg,2023-03-20 18:27:39
ricko septian,4,👍,2023-03-20 18:27:22
slamet waluyo,2,Hari ini kenapa indikatornya gak bewarna hijau?,2023-03-20 18:27:22
macan kumbang,1,gimana ini sering g konek...bukan kaleng2 tapi kok mirip,2023-03-20 18:27:14
seno hartono,1,"Tiba"" kok indakator lampu warna merah apakah lagi eror m-banking BCA...?",2023-03-20 18:27:12
Atta SF,2,"Pantas saja banyak yg komplain. makin lama kok makin eror. Mau transfer aj susah bgt. Sinyal merah terus gak kebaca. Perbaiki dong. Buat apa adanya aplikasi mbanking kalo tau kesininya makin eror begini Gak ngerti pulsa pas""an dibikin makan pulsa. Gak jelas aplikasi nya . jaringan normal kok malah terputus gak jelas ini . Merugikan",2023-03-20 18:27:06
Deny denox,1,Saya udh login dan mau cek saldo lampu gk ijo2 merah terus it kenapa y om..,2023-03-20 18:26:54
Dede Setiawan,2,"Bca mobilenya sering merah trs lampunya, kacau dah",2023-03-20 18:26:45
Ruhita Ramadhani,2,"Jelek, tiba² mbanking tidak bisa ,lalu saya uninstall, setelah itu download lagi berharap setelah nya tidak eror lagi ternyata malah proses uninstall tidak bisa dan selalu gagal padahal pulsa sudah terisi,SMS sudah masuk",2023-03-20 18:26:17
Reri Alsyamri,5,Saya sangat puas dengan sistemnya BCA mobile.🥰,2023-03-20 18:26:15
Sahid Riady,5,Jos tenan...,2023-03-20 18:26:10
Rifky Tanjung,1,"Udh banyak coment yang jelek harusnya ditingkatin,Sering eror,mau dipaaakeee selalu merah,padahal sinyal baguss,giliran lagi butuh banget mau dipake merah teruussss...versi terbaru...",2023-03-20 18:26:00
Indri Wahyuni Ursula,1,SERING BANGET ERROR BUAT ORG EMOSI!!!!,2023-03-20 18:25:27
Ekka Putrii,1,"Ini bca kenapa yaa,koneksi lancar² aja tp lampu ttp warna merah terus heran",2023-03-20 18:25:26
Nguy skandal,5,Ada apa dengan mbanking hari ini ya?? Sinyal bagus tapi ga bisa cek saldo 🙏,2023-03-20 18:25:17
Yitno Farezi,1,"Ketika maintenance terlalu lama..ini catatan utk team IT...agar ketika perbaikan di atas jam 24:00,",2023-03-20 18:25:17
Didik Febrianto,1,Eror trs ya kenapa deh....hadeuh,2023-03-20 18:25:12
Hansen Christian,1,"jelek banget, jaringan penuh tapi merah terus, buka aplikasi lainnya lancar, buka mbca malah merah",2023-03-20 18:24:57
Aldino Saputra,1,Kenapa mBCA saya indikator hijau nya tidak menyala?,2023-03-20 18:24:48
Asep Rohmana,3,Jadi sering gangguan sekarang ...kenapa yah,2023-03-20 18:24:45
Atnan Aja,1,"Kenapa gak bisa login, terus saya coba untuk verifikasi ulang tapi no ATM saya lupa sebab saya awal daftar ATM BCA secara online. Tolong lah di bantu terimaksaih🙏",2023-03-20 18:24:25
Alisha Putri Az-Zahra,1,"Lemot banget asli, padahal sinyal lancar , buat di pake maen game aja bisa , ko ini merah mulu JD saya gabisa TF kan tuh",2023-03-20 18:24:11
Umam Buncay05,1,Nggak suka dgn BCA yg sekarang sering bnyak gangguannya. Memperhambat pekerjaan org aja,2023-03-20 18:24:10
Arin prila Viana,1,Ribet banget apa apa harus nunggu lampu nya hijau,2023-03-20 18:23:56
Iwex Jakab,1,Kenapa lampu indikator merah terus padahal sinyal lagi bagus,2023-03-20 18:23:33
aa ezha,3,Eror terus,2023-03-20 18:23:24
YANZ_MR,1,indaktor merah terus anjg,2023-03-20 18:23:22
Mohammad Syarif,1,Payaahhhhh kebanyakan erorrr... Udah gak kaya duluu lagi,2023-03-20 18:22:59
Achmad Anwar,1,"Tolong di perbaiki aplikasinya,",2023-03-20 18:22:51
Sund4y,3,Giliran dibutuhin gangguan ini M-BCA. Sinyal udh ganti2 juga masih merah.,2023-03-20 18:21:46
zulham ari,1,Sering lampu merah mau tf aja jd ruwet,2023-03-20 18:21:44
nora Kempes,4,saat ini apa ada salah jaringan. berhubung punya saya tak bisa dilakukan transaksi. karna masih warna merah lampu nya. biasa nya sudah warna hijau. ada gerangan,2023-03-20 18:21:28
Mutia Rahmadhania,1,Apk khontollll di saat butuh keperluan urgent sinyal merah terus gk mau hijau. Babii,2023-03-20 18:21:23
Jack UP,2,Lagi lagi Gangguan 😴,2023-03-20 18:21:15
Dimas Aditya,1,"Jaringan tolong di perbaiki lagi , jangan sampai menghambat kerja orang "" pengguna m BCA",2023-03-20 18:21:14
Anak Sunda007,2,Dikit dikit mbanking gangguan.. dikit dikit ATM error'... Haseeuummm,2023-03-20 18:21:14
Rio Zohandi,1,"Hai bca, knapa indikator aplikasi nya tidak hijau, padahal sinyal saya bagus. Mau pake data seluler ataupun WiFi sama aja",2023-03-20 18:21:13
Mas Soim,5,Apa sedang gangguan?,2023-03-20 18:21:03
ahmad faisal,4,Sinyal merah terus ya indikator padahal sudah di perbarui punya temen juga sama. Itu knpa ya,2023-03-20 18:20:25
CINGS OFFICIAL,1,"Gajelas lama lama ,mending di uninstall BCA BCA haduuhhhh",2023-03-20 18:20:17
BØRAxッ GG,1,Penyedot pulsa. Aplikasi force close setiap mau transaksi. Udh reinstall mau login pulsa di sedot masuk juga engga bahkan di respon juga engga. Ga recommend lebih baik kalian ganti atm.,2023-03-20 18:19:50
Saputra Adi,1,Ganggunan trs...indikator merah trs,2023-03-20 18:19:40
HOFIFAH INDAR PARAWANGSA,1,lemot trs,2023-03-20 18:19:36
Muhammad Rasya,1,Buat ngecek mutasi merah terus. Bahkan pakai wifi tetep merah. Bahkan udah update aplikasinya juga tetep merah. Tolong diperbaiki.,2023-03-20 18:19:28
Theo Prihantoro,1,"Mau transaksi,,lampu indikator merah terus.. Bca makin burik",2023-03-20 18:19:15
Mulyadi,1,"Dari tadi di tungguin tetep merah aja ga hijau hijau, mau transfer susah amat, udah ganti jaringan WiFi/data tetep aja",2023-03-20 18:19:14
Aegon Roberto,2,Kenapa sekarang sering trouble sih aplikasi M-Banking BCA ini..,2023-03-20 18:19:05
Muhammad amri,5,Tapi tolong dong indikator nya jangan terlalu lama merah gangguan padahal sinyal bagus:(,2023-03-20 18:19:01
Bayuaji Nusantaraputra,1,"Woy mbangkig knapa merah terus , org lagi mendesak ini",2023-03-20 18:18:57
Ence Gugun,5,Cara ya mudh dan membantu,2023-03-20 18:18:51
Fitri yani,5,Ok,2023-03-20 18:18:45
rahmat oprek06,1,"Gak bisa verifikasi, pulsa sudah habis 10 ribu, tetep gak bisa login, ampunnnnn, kerugian yg miris sekelas BC",2023-03-20 18:18:44
Dede Taufik,2,"Makin sini makin eror, sinyal padahal bagus tapi tetep aja indikator nya merah",2023-03-20 18:18:40
Eva,1,"BCA knp sih, keseringan lemot. Mana lg butuh, kartu hilang. Mempersulit ini namanya. Sampe 5x verifikasi lwt SMS msih juga lelet. Udh uninstal & instal balik masih jg begitu dgn alasan jaringan koneksi terputus. Didalam itu uang saya loh. Masa dipersulit begini.",2023-03-20 18:18:11
hendra DORA,1,ERROR !,2023-03-20 18:18:05
Restu Firmansyah,1,ada jaringan aja tetep merah ga berguna banget,2023-03-20 18:18:05
Rief Doank,1,Indikator merah terus gak bisa transaksi,2023-03-20 18:17:45
Chubpank Project,1,Sering merah signyal nya,2023-03-20 18:17:11
bellvania cinta kirana,5,LG di pakai transaksi gangguan,2023-03-20 18:17:08
jendri Kincem,5,Gangguan tolong di perbaiki secepatnya 🙏🏻,2023-03-20 18:16:46
Punta Arya,3,Sinyal bagus tapi knp indikator sering merah yaa,2023-03-20 18:16:17
edo prasetiohhyy7,1,EROR TERUS,2023-03-20 18:16:09
Adhi Tio,1,Bca gangguan skrg buka m banking indikator warna nya merah trus gak kunjung hijau. merah terus gak berubah hijau,2023-03-20 18:15:55
Aldi Saputra,1,"Apa kah ada gangguan di aplikasi BCA mobile? Sdh ada 15 menit,lampu merah teruss,jdi GK bisa akses. Jgn makin ke sini makin jelek apk ini. Saya kasih bintang 1 aja luu,",2023-03-20 18:15:51
AGUNG NOER VLOG,5,Hallo kak apakah BCA lagi gangguan..?,2023-03-20 18:15:35
arief primadi,5,sangat membantu,2023-03-20 18:15:01
Sopian pian,5,Bagusss,2023-03-20 18:14:46
Muhamad Ahadini,5,Sering gangguan,2023-03-20 18:14:31
Ray YT,1,Error terus pada saat ingin di pakai,2023-03-20 18:14:17
sudir camsa,1,Benar neh appnya kadang2 gk bisa digunakan,2023-03-20 18:14:00
Farhan Pratama,5,goof,2023-03-20 18:13:59
Martin S W,5,BCA THE BEST ..,2023-03-20 18:13:40
Fakhrul Arifin,1,"Kenapa susah sekali masuk lampu merah trus, padahal sinyal bagus",2023-03-20 18:13:39
Yadi,3,"Indikator warna merah terus tidak berubah jadi hijau , makin kesini makin gk bagus",2023-03-20 18:13:29
Eko Prasetyo,1,Makan biaya bayak setiap bulan!!! Gangguan setiap harii!!! Sampah,2023-03-20 18:13:04
Rink_Go Rink,1,Sering gangguan,2023-03-20 18:12:52
Guntari Tiara,1,"m banking tambah sering di perbarui malah makin lemot, signal merah terus hp udah di restart, sinyal kartu full tetep aja merah, bikin susah transaksi. apalgi kalo butuhnya cepat dan dadakan",2023-03-20 18:12:28
Hendry Wijaya,1,Makin kurang bagus ini Merah padahal jaringan Bagus segera di perbaiki,2023-03-20 18:12:06
aggoy fitriyanto,1,Makin lama kok apk bca makin parah,2023-03-20 18:12:04
Agung Pribowo,1,Sayang kalau eror tidak ada pemberitahuan Pas LG urgent Apk eror Kacau besti,2023-03-20 18:11:00
Jaenudin Jaenudin,1,"Jelekkkkkk jaringan pdahal bagus,,tpi indikator merah teruss,,payah",2023-03-20 18:10:52
Dwi Kurniawan,1,Apa lagi trouble ? Mau transaksi lampu merah terus aku coba sampai 5 kali,2023-03-20 18:10:50
Dimas Tegar,2,Ini sekarang kok mala merah terus jaringan mah bagus,2023-03-20 18:10:25
Rehatta Prasetyo,5,Ok,2023-03-20 18:10:10
Rara Rina,5,Ok,2023-03-20 18:09:34
Mustofa Tofa,5,Tdk bisa melakukan transaksi,2023-03-20 18:09:32
Himawan,1,Suka eror sekarang 11 12 sama toko oren,2023-03-20 18:09:28
tanpa nama,1,Merah mulu jir,2023-03-20 18:09:27
Agent Hawk,1,Pas lagi darurat malah gk bisa transfer sama sekali. Hadeh bangke !!,2023-03-20 18:09:19
Heru Sasongko,1,"Hari ini per tanggal 20 Maret 2023 website BCA tidak dapat di akses melalui internet kabel, hanya bisa via kuota handphone, sedangkan aplikasinya berwarna merah secara permanen. Sangat disayangkan untuk bagian teknisi dan IT nya.",2023-03-20 18:07:07
Amien Chip,1,indikator berwarna merah terus padahal jaringan e bagus!,2023-03-20 18:07:03
Akbar Mustakim,1,"M bca lagi troble kah ? Dari tadi sinyal merah terus,, sudah pakai wifi, pakai data selluler pun sama saja, pajak doang mahal, pelayanan gk sesuai",2023-03-20 18:06:47
