username,content,sentiment,token,stem
BacotCook, paham cuman ditjen pajak gak ada wewenang sama sekali ngatur gajitake home paypenghasilan keseluruhan pns lain ataupun honorer bahkan kemenkeu sekalipun khusus untuk guru pemdahonorer pemda tidak ada kecuali balik sentralisasi kayak jaman orde baru paham hanya salah jalur,Positif,"['paham', 'cuman', 'ditjen', 'pajak', 'gak', 'wewenang', 'ngatur', 'gajitake', 'home', 'paypenghasilan', 'pns', 'honorer', 'kemenkeu', 'khusus', 'guru', 'pemdahonorer', 'pemerintah daerah', 'kecuali', 'sentralisasi', 'kayak', 'jaman', 'orde', 'paham', 'salah', 'jalur']","['paham', 'cuman', 'ditjen', 'pajak', 'gak', 'wewenang', 'ngatur', 'gajitake', 'home', 'paypenghasilan', 'pns', 'honorer', 'kemenkeu', 'khusus', 'guru', 'pemdahonorer', 'perintah daerah', 'kecuali', 'sentralisasi', 'kayak', 'jaman', 'orde', 'paham', 'salah', 'jalur']"
HidalgoHarmen, gak nyangka ya si bocil nan amit mario jd pembuka kotak pandora carut marut suap di kemenkeu n dalang dr terhambatny ruu perampasan aset tp toleransi politik yg membuat daya tekan ke ketum jd berkurang bnyk pmrinth gak punya bargaining position yg kuat aplgi mnjelng pemilu,Positif,"['gak', 'nyangka', 'iya', 'si', 'bocil', 'nan', 'amit', 'mario', 'pembuka', 'kotak', 'pandora', 'carut', 'marut', 'suap', 'kemenkeu', 'dalang', 'dr', 'terhambatny', 'ruu', 'perampasan', 'aset', 'toleransi', 'politik', 'daya', 'tekan', 'ketum', 'berkurang', 'pmrinth', 'gak', 'bargaining', 'position', 'kuat', 'aplgi', 'mnjelng', 'pemilu']","['gak', 'nyangka', 'iya', 'si', 'bocil', 'nan', 'amit', 'mario', 'buka', 'kotak', 'pandora', 'carut', 'marut', 'suap', 'kemenkeu', 'dalang', 'dr', 'terhambatny', 'ruu', 'ampas', 'aset', 'toleransi', 'politik', 'daya', 'tekan', 'tum', 'kurang', 'pmrinth', 'gak', 'bargaining', 'position', 'kuat', 'aplgi', 'mnjelng', 'milu']"
hasrat_tanjung, kita lupa dengan isu kemenkeu heheheh,Positif,"['lupa', 'isu', 'kemenkeu', 'heheheh']","['lupa', 'isu', 'kemenkeu', 'heheheh']"
shu040411, mohon maaf ya kenapa lembaga yang lagi ada masalah kita sebagai guru asn kena imbas juga padahal kitamah udah g pernah tuh jula lksfotocopy dll kalo guru kira bisa kaya pajak dan cukai gimana coba gadai sk aja g cukup jadi kaya mereka,Positif,"['mohon', 'maaf', 'iya', 'lembaga', 'guru', 'asn', 'kena', 'imbas', 'kitamah', 'g', 'tuh', 'jula', 'lksfotocopy', 'dan lain-lain', 'guru', 'kaya', 'pajak', 'cukai', 'coba', 'gadai', 'sk', 'g', 'kaya']","['mohon', 'maaf', 'iya', 'lembaga', 'guru', 'asn', 'kena', 'imbas', 'kitamah', 'g', 'tuh', 'jula', 'lksfotocopy', 'dan lain', 'guru', 'kaya', 'pajak', 'cukai', 'coba', 'gadai', 'sk', 'g', 'kaya']"
nahiej,capek kali ga dimana bahasan masalah pns miskin sama pns kemenkeu dah gitu sama berita blunder kemenkeu kek capekkk kali anjrit cepatlah terjawab biar ga kek gini biar kelar perbaiki,Positif,"['capek', 'kali', 'ga', 'dimana', 'bahasan', 'pns', 'miskin', 'pns', 'kemenkeu', 'deh', 'gitu', 'berita', 'blunder', 'kemenkeu', 'capekkk', 'kali', 'anjing', 'cepatlah', 'terjawab', 'biar', 'ga', 'gini', 'biar', 'kelar', 'perbaiki']","['capek', 'kali', 'ga', 'mana', 'bahas', 'pns', 'miskin', 'pns', 'kemenkeu', 'deh', 'gitu', 'berita', 'blunder', 'kemenkeu', 'capekkk', 'kali', 'anjing', 'cepat', 'jawab', 'biar', 'ga', 'gin', 'biar', 'kelar', 'baik']"
AliJuanda180925, terindikasi politis krnaudit bpk udah ok g ada masalah tapi kpk terkesan ngotot terus modusnya nti anies ditahan alasannya diselidikisampai pilpres selesai baru dikeluarkan alasannya bukti kurang sementara yg jelas kemenkeu t kpk mlh mingkem,Positif,"['terindikasi', 'politis', 'krnaudit', 'ok', 'g', 'kpk', 'terkesan', 'ngotot', 'modusnya', 'nti', 'anies', 'ditahan', 'alasannya', 'diselidikisampai', 'pilpres', 'selesai', 'dikeluarkan', 'alasannya', 'bukti', 'kemenkeu', 't', 'kpk', 'mlh', 'mingkem']","['indikasi', 'politis', 'krnaudit', 'ok', 'g', 'kpk', 'kes', 'ngotot', 'modus', 'nti', 'anies', 'tahan', 'alas', 'diselidikisampai', 'pilpres', 'selesai', 'keluar', 'alas', 'bukti', 'kemenkeu', 't', 'kpk', 'mlh', 'mingkem']"
receulv, kalo dibeacukai kemenkeuada gak yaa,Positif,"['dibeacukai', 'kemenkeuada', 'gak', 'yaa']","['dibeacukai', 'kemenkeuada', 'gak', 'yaa']"
ddayyou_u,semua informasi mengenai keuangan negara dibahas secara terbuka serta disampaikan dengan transparan jika kamu ingin mengetahuinya kamu bisa membuka situs web kemenkeu dengan adanya kejadian seperti ini masyarakat harus selalu berhatihati dan cermat dalam membaca berita,Positif,"['informasi', 'keuangan', 'negara', 'dibahas', 'terbuka', 'transparan', 'mengetahuinya', 'membuka', 'situs', 'web', 'kemenkeu', 'kejadian', 'masyarakat', 'berhatihati', 'cermat', 'membaca', 'berita']","['informasi', 'uang', 'negara', 'bahas', 'buka', 'transparan', 'tahu', 'buka', 'situs', 'web', 'kemenkeu', 'jadi', 'masyarakat', 'berhatihati', 'cermat', 'baca', 'berita']"
missdiah2, dasar watak keblinger sudah tau kau harus tarik pajak perusahaan bermasalah kau ambil celah demi memperkaya diri sendiri konsultan pajak harus independen tidak boleh melibatkan pegawai kemenkeu kelakuan begini bikin hancur investasi di indonesia kalah jauh sama vietnam,Negatif,"['dasar', 'watak', 'keblinger', 'tarik', 'pajak', 'perusahaan', 'bermasalah', 'ambil', 'celah', 'memperkaya', 'konsultan', 'pajak', 'independen', 'melibatkan', 'pegawai', 'kemenkeu', 'kelakuan', 'bikin', 'hancur', 'investasi', 'indonesia', 'kalah', 'vietnam']","['dasar', 'watak', 'keblinger', 'tarik', 'pajak', 'usaha', 'masalah', 'ambil', 'celah', 'kaya', 'konsultan', 'pajak', 'independen', 'libat', 'pegawai', 'kemenkeu', 'laku', 'bikin', 'hancur', 'investasi', 'indonesia', 'kalah', 'vietnam']"
sederhanafcxoxo, ga cuma itu kinerja satu kementrian sekarang lagi di kulitin netizen pajak cukai kemenkeu heuheu,Positif,"['ga', 'kinerja', 'kementrian', 'kulitin', 'netizen', 'pajak', 'cukai', 'kemenkeu', 'heuheu']","['ga', 'kerja', 'tri', 'kulitin', 'netizen', 'pajak', 'cukai', 'kemenkeu', 'heuheu']"
p4piKRiS, soal aliran dana darimana kemana pasti bisa kelacak lah sama ppatk di kemenkeu aja bisa kebongkar t wkwkwkwk ,Positif,"['aliran', 'dana', 'darimana', 'kemana', 'kelacak', 'ppatk', 'kemenkeu', 'kebongkar', 't', 'wkwkwkwk']","['alir', 'dana', 'darimana', 'mana', 'lacak', 'ppatk', 'kemenkeu', 'bongkar', 't', 'wkwkwkwk']"
MMehonx, gak cuci piring dengan mulut kotor buzzerrp laknat kamu dah kekenyangan makan duit korupsi dari kemenkeu tinggal tunggu waktu sudah dekat tinggal menggulung buzzerrp pemakan duit rakyat selamat menikmati,Negatif,"['gak', 'cuci', 'piring', 'mulut', 'kotor', 'buzzerrp', 'laknat', 'deh', 'kekenyangan', 'makan', 'duit', 'korupsi', 'kemenkeu', 'tinggal', 'tunggu', 'tinggal', 'menggulung', 'buzzerrp', 'pemakan', 'duit', 'rakyat', 'selamat', 'menikmati']","['gak', 'cuci', 'piring', 'mulut', 'kotor', 'buzzerrp', 'laknat', 'deh', 'kenyang', 'makan', 'duit', 'korupsi', 'kemenkeu', 'tinggal', 'tunggu', 'tinggal', 'gulung', 'buzzerrp', 'makan', 'duit', 'rakyat', 'selamat', 'nikmat']"
sangdatuk08, kacau sekali ini ngurus negara mereka yg sering bermasalah asn yg kena korban hei smi anda punya hati ga mikir ga kamu thr itu hak karyawanuangnya dikemanain,Positif,"['kacau', 'mengurus', 'negara', 'bermasalah', 'asn', 'kena', 'korban', 'hei', 'smi', 'hati', 'ga', 'mikir', 'ga', 'thr', 'hak', 'karyawanuangnya', 'dikemanain']","['kacau', 'urus', 'negara', 'masalah', 'asn', 'kena', 'korban', 'hei', 'smi', 'hati', 'ga', 'mikir', 'ga', 'thr', 'hak', 'karyawanuangnya', 'dikemanain']"
AndreasEdison72, bung benny silakan anda bersama temanteman anda beserta partai kalian melanjutkan niat kalian kami tidak akan mendukung pansus tetapi mendukung ppatk menkopolhukam amp kemenkeu,Positif,"['benny', 'silakan', 'temanteman', 'beserta', 'partai', 'melanjutkan', 'niat', 'mendukung', 'panitia khusus', 'mendukung', 'ppatk', 'menkopolhukam', 'amp', 'kemenkeu']","['benny', 'sila', 'temanteman', 'serta', 'partai', 'lanjut', 'niat', 'dukung', 'panitia khusus', 'dukung', 'ppatk', 'menkopolhukam', 'amp', 'kemenkeu']"
sukarja, bukan cuma orang kemenkeu anggota partai juga,Positif,"['orang', 'kemenkeu', 'anggota', 'partai']","['orang', 'kemenkeu', 'anggota', 'partai']"
umaralims,pejabat negara di negeri ini isinya ternyata banyak manusia jahat amoralitas__ di kemenkeupajak dan bea cukai byk maling di istana ada tukang begal partai bersekutu dgn iblis krn haus kekuasaan,Negatif,"['pejabat', 'negara', 'negeri', 'isinya', 'manusia', 'jahat', 'amoralitas__', 'kemenkeupajak', 'bea', 'cukai', 'maling', 'istana', 'tukang', 'begal', 'partai', 'bersekutu', 'iblis', 'haus', 'kekuasaan']","['jabat', 'negara', 'negeri', 'isi', 'manusia', 'jahat', 'amoralitas', 'kemenkeupajak', 'bea', 'cukai', 'maling', 'istana', 'tukang', 'begal', 'partai', 'sekutu', 'iblis', 'haus', 'kuasa']"
Andi_not_death,polisi kasus sambo dan sabukemenkeu kasus pencucian uangplumpang kebakaranpildun gagalgubernur satu partai ngelawan pusatapalagi ke depan,Negatif,"['polisi', 'sambo', 'sabukemenkeu', 'pencucian', 'uangplumpang', 'kebakaranpildun', 'gagalgubernur', 'partai', 'ngelawan', 'pusatapalagi']","['polisi', 'sambo', 'sabukemenkeu', 'cuci', 'uangplumpang', 'kebakaranpildun', 'gagalgubernur', 'partai', 'ngelawan', 'pusatapalagi']"
Hanafi458800702,rakyat jelata mendengar pertemuan antara prof mahfud md dengan komisi iii dpr ri terkait dengan dugaan pencucian uang di jajaran kemenkeukami rakyat mendukung sepenuhnya hal tersebut bisa dibuktikan dan di tindaklanjuti serta di proses secara hukum,Positif,"['rakyat', 'jelata', 'mendengar', 'pertemuan', 'prof', 'mahfud', 'md', 'komisi', 'iii', 'dpr', 'ri', 'terkait', 'dugaan', 'pencucian', 'uang', 'jajaran', 'kemenkeukami', 'rakyat', 'mendukung', 'sepenuhnya', 'dibuktikan', 'tindaklanjuti', 'proses', 'hukum']","['rakyat', 'jelata', 'dengar', 'temu', 'prof', 'mahfud', 'md', 'komisi', 'iii', 'dpr', 'ri', 'kait', 'duga', 'cuci', 'uang', 'jajar', 'kemenkeukami', 'rakyat', 'dukung', 'sepenuh', 'bukti', 'tindaklanjuti', 'proses', 'hukum']"
PowerInvestindo, saatnya netizen bongkar abiz pejabat busuk munafik yg kerjanya merangkap perampok uang negara hanya jaman now bisa bongkar kejahatan nya ,Positif,"['netizen', 'bongkar', 'abiz', 'pejabat', 'busuk', 'munafik', 'kerjanya', 'merangkap', 'perampok', 'uang', 'negara', 'jaman', 'now', 'bongkar', 'kejahatan', 'nya']","['netizen', 'bongkar', 'abiz', 'jabat', 'busuk', 'munafik', 'kerja', 'rangkap', 'rampok', 'uang', 'negara', 'jaman', 'now', 'bongkar', 'jahat', 'nya']"
Bambang77197468, serupa tapi tidak idem kasus fs menjadi pintu masuk bagi institusi polri mario amp alun jd pintu masuk ke kemenkeu pajak bea cukai cuci uang dpr blm sahkan ruu sita aset koruptor dstnya usai tdk dijajah lg tetapi dijarah cm beda huruf,Negatif,"['idem', 'fs', 'pintu', 'masuk', 'institusi', 'polri', 'mario', 'amp', 'alun', 'pintu', 'masuk', 'kemenkeu', 'pajak', 'bea', 'cukai', 'cuci', 'uang', 'dpr', 'sahkan', 'ruu', 'sita', 'aset', 'koruptor', 'dstnya', 'dijajah', 'dijarah', 'cm', 'beda', 'huruf']","['idem', 'fs', 'pintu', 'masuk', 'institusi', 'polri', 'mario', 'amp', 'alun', 'pintu', 'masuk', 'kemenkeu', 'pajak', 'bea', 'cukai', 'cuci', 'uang', 'dpr', 'sahkan', 'ruu', 'sita', 'aset', 'koruptor', 'dstnya', 'jajah', 'jarah', 'cm', 'beda', 'huruf']"
WalterSimamora2, ya ampun penghasilan satu orang komisaris smi bisa menghidupi keluarga dengan gaji kepala keluarga jt per bulan bisa menghidupi keluarga x ayah ibu dan anak orang selain itu beliaw jg dpt milyaran per tahun dr kemenkeu kata utk hal ini jijik,Negatif,"['iya', 'ampun', 'penghasilan', 'orang', 'komisaris', 'smi', 'menghidupi', 'keluarga', 'gaji', 'kepala', 'keluarga', 'jt', 'menghidupi', 'keluarga', 'x', 'ayah', 'anak', 'orang', 'beliaw', 'milyaran', 'dr', 'kemenkeu', 'jijik']","['iya', 'ampun', 'hasil', 'orang', 'komisaris', 'smi', 'hidup', 'keluarga', 'gaji', 'kepala', 'keluarga', 'jt', 'hidup', 'keluarga', 'x', 'ayah', 'anak', 'orang', 'beliaw', 'milyaran', 'dr', 'kemenkeu', 'jijik']"
PowerInvestindo, bajingan perampok uang negara dg jabatan di kemenkeu berbagai cara dilakukan utk manipulasi laporan netizen bongkar abiz ,Negatif,"['bajingan', 'perampok', 'uang', 'negara', 'dg', 'jabatan', 'kemenkeu', 'manipulasi', 'laporan', 'netizen', 'bongkar', 'abiz']","['bajing', 'rampok', 'uang', 'negara', 'dg', 'jabat', 'kemenkeu', 'manipulasi', 'lapor', 'netizen', 'bongkar', 'abiz']"
BangCul15, dua tahun terakhir ini pak mahfud bongkar beberapa kasus ada kasus sambo kasus lukas enembe kasus transaksi janggal di kemenkeu dll awalnya banyak yg protes tapi akhirnya malah jadi terbukti,Positif,"['mahfud', 'bongkar', 'sambo', 'lukas', 'enembe', 'transaksi', 'janggal', 'kemenkeu', 'dan lain-lain', 'protes', 'terbukti']","['mahfud', 'bongkar', 'sambo', 'lukas', 'enembe', 'transaksi', 'janggal', 'kemenkeu', 'dan lain', 'protes', 'bukti']"
Joe_Richardo93, hajar trus bongkar trus sarangnya biar tikusnya pd keluar semua yg keberatan klu tikus di lembaga pemerintah dibongkar aplgi kemenkeu dir pajak dan bea cukai dgn alasan bikin gaduh dan ribut mreka ini jls kroni tikus tsb logika sj nmny mbngkar sarang tikus ya psti gaduh,Positif,"['hajar', 'trus', 'bongkar', 'trus', 'sarangnya', 'biar', 'tikusnya', 'keberatan', 'klu', 'tikus', 'lembaga', 'pemerintah', 'dibongkar', 'aplgi', 'kemenkeu', 'dir', 'pajak', 'bea', 'cukai', 'alasan', 'bikin', 'gaduh', 'ribut', 'mreka', 'jls', 'kroni', 'tikus', 'tsb', 'logika', 'nmny', 'mbngkar', 'sarang', 'tikus', 'iya', 'gaduh']","['hajar', 'trus', 'bongkar', 'trus', 'sarang', 'biar', 'tikus', 'berat', 'klu', 'tikus', 'lembaga', 'perintah', 'bongkar', 'aplgi', 'kemenkeu', 'dir', 'pajak', 'bea', 'cukai', 'alas', 'bikin', 'gaduh', 'ribut', 'mreka', 'jls', 'kroni', 'tikus', 'tsb', 'logika', 'nmny', 'mbngkar', 'sarang', 'tikus', 'iya', 'gaduh']"
av0cadiess,jgn kan kemenkeu kantor bunda di depag aja lahan basah bgt buat pungli sm gratifikasi bagian keuangannya exp lg thr gaji atau sertifikasi mereka minta salam tempel biar dipercepat pencairannya wkwk hari ini aja minta takjil sm tambahan lebaran baru thr pns cair malem ini,Negatif,"['kemenkeu', 'kantor', 'bunda', 'depag', 'lahan', 'basah', 'banget', 'pungli', 'sm', 'gratifikasi', 'keuangannya', 'exp', 'thr', 'gaji', 'sertifikasi', 'salam', 'tempel', 'biar', 'dipercepat', 'pencairannya', 'wkwk', 'takjil', 'sm', 'tambahan', 'lebaran', 'thr', 'pns', 'cair', 'malam']","['kemenkeu', 'kantor', 'bunda', 'depag', 'lahan', 'basah', 'banget', 'pungli', 'sm', 'gratifikasi', 'uang', 'exp', 'thr', 'gaji', 'sertifikasi', 'salam', 'tempel', 'biar', 'cepat', 'cair', 'wkwk', 'takjil', 'sm', 'tambah', 'lebaran', 'thr', 'pns', 'cair', 'malam']"
RoyRojaya, terus nyengir dah semacam yg diundang di kemenkeu gitu ,Positif,"['nyengir', 'deh', 'diundang', 'kemenkeu', 'gitu']","['nyengir', 'deh', 'undang', 'kemenkeu', 'gitu']"
masabudi5791, itu berita kadaluarsa regar yg lagi hot itu t tppu kemenkeu itu korupsi paling bangsat dimasa rezim ini dalam sejarah kelam nkri,Negatif,"['berita', 'kadaluarsa', 'regar', 'hot', 't', 'tppu', 'kemenkeu', 'korupsi', 'bangsat', 'dimasa', 'rezim', 'sejarah', 'kelam', 'nkri']","['berita', 'kadaluarsa', 'regar', 'hot', 't', 'tppu', 'kemenkeu', 'korupsi', 'bangsat', 'masa', 'rezim', 'sejarah', 'kelam', 'nkri']"
shiyaaap, yg selain kemenkeu apa aja,Positif,['kemenkeu'],['kemenkeu']
SporPolSing, hahahaaaa lu yang pakai kaca mata babi partai mana yang paling banyak korup rezim ini lu ngga mau bahas uang triliun kemenkeu coba dong rangkum uang yang di garong di rezim ini,Negatif,"['hahahaaaa', 'pakai', 'kaca', 'mata', 'babi', 'partai', 'korupsi', 'rezim', 'bahas', 'uang', 'triliun', 'kemenkeu', 'coba', 'rangkum', 'uang', 'garong', 'rezim']","['hahahaaaa', 'pakai', 'kaca', 'mata', 'babi', 'partai', 'korupsi', 'rezim', 'bahas', 'uang', 'triliun', 'kemenkeu', 'coba', 'rangkum', 'uang', 'garong', 'rezim']"
TMSIHOL, tuhan mengungkapkan kebobrokan semua melalui peristiwa anaknya sendiri artinya bertobatlah mana kepikiran masalah anak bisa mengembet ke seluruh kemenkeu inilah jika tuhan sdh muak dan jgn lupa pak jokowi itu utusan tuhan,Positif,"['tuhan', 'kebobrokan', 'peristiwa', 'anaknya', 'bertobatlah', 'terpikirkan', 'anak', 'mengembet', 'kemenkeu', 'tuhan', 'sdh', 'muak', 'lupa', 'jokowi', 'utusan', 'tuhan']","['tuhan', 'bobrok', 'peristiwa', 'anak', 'tobat', 'pikir', 'anak', 'mengembet', 'kemenkeu', 'tuhan', 'sdh', 'muak', 'lupa', 'jokowi', 'utus', 'tuhan']"
lintang_ayoe, jika berangkat dri pemeriksaan orang kunci ini bisa jd dpt membantu kotak pandora terbuka bersihbersih kemenkeu,Positif,"['berangkat', 'pemeriksaan', 'orang', 'kunci', 'membantu', 'kotak', 'pandora', 'terbuka', 'bersihbersih', 'kemenkeu']","['berangkat', 'periksa', 'orang', 'kunci', 'bantu', 'kotak', 'pandora', 'buka', 'bersihbersih', 'kemenkeu']"
BimoTjontong, ini kompas gak tertarik mengulik kinerja irjen kemenkeu kenapa tidak bisa mengendus hal busuk ini,Negatif,"['kompas', 'gak', 'tertarik', 'mengulik', 'kinerja', 'irjen', 'kemenkeu', 'mengendus', 'busuk']","['kompas', 'gak', 'tarik', 'ulik', 'kerja', 'irjen', 'kemenkeu', 'endus', 'busuk']"
supian_ator, rp t kemenkeu jokowi bungkam ,Positif,"['rp', 't', 'kemenkeu', 'jokowi', 'bungkam']","['rp', 't', 'kemenkeu', 'jokowi', 'bungkam']"
FbrYayan, transparan taek asu noh t di kemenkeu suruh transparan,Negatif,"['transparan', 'taek', 'asu', 'noh', 't', 'kemenkeu', 'suruh', 'transparan']","['transparan', 'taek', 'asu', 'noh', 't', 'kemenkeu', 'suruh', 'transparan']"
amirsyahoke, kalo biasa berkecimpung dgn layanan kemenkeu pasti paham sudah banyak perbaikan memang masih jauh dari sempurna tapi perbaikan itu nyata adanya,Positif,"['berkecimpung', 'layanan', 'kemenkeu', 'paham', 'perbaikan', 'sempurna', 'perbaikan', 'nyata']","['kecimpung', 'layan', 'kemenkeu', 'paham', 'baik', 'sempurna', 'baik', 'nyata']"
super_sabs, kurang satu mas siapa tahu teman di kemenkeu mau tukeran barang satu semester dengan guru di kaki langit,Positif,"['mas', 'teman', 'kemenkeu', 'tukeran', 'barang', 'semester', 'guru', 'kaki', 'langit']","['mas', 'teman', 'kemenkeu', 'tukeran', 'barang', 'semester', 'guru', 'kaki', 'langit']"
BimoTjontong, analisa pekok bpk yg sama busuknya dg kemenkeu,Negatif,"['analisa', 'pekok', 'busuknya', 'dg', 'kemenkeu']","['analisa', 'kok', 'busuk', 'dg', 'kemenkeu']"
oot_bule, statement orang frustrasi padahal efeknya luar biasa panik nya buat negara terutama instansi di bawah ,Positif,"['statement', 'orang', 'frustrasi', 'efeknya', 'panik', 'nya', 'negara', 'instansi']","['statement', 'orang', 'frustrasi', 'efek', 'panik', 'nya', 'negara', 'instansi']"
MandarFahry, yang darurat itu islamophobia org yg ada didalam pemerintahan yang darurat itu pencucian uang t ditubuh kemenkeu yang darurat itu pembengkakan biaya kcbj yang darurat itu moral para petinggi kemenkeu bea cukai dan dirjen pajak yg ga malu pamer harta yg ga wajar,Negatif,"['darurat', 'islamophobia', 'orang', 'didalam', 'pemerintahan', 'darurat', 'pencucian', 'uang', 't', 'ditubuh', 'kemenkeu', 'darurat', 'pembengkakan', 'biaya', 'kcbj', 'darurat', 'moral', 'petinggi', 'kemenkeu', 'bea', 'cukai', 'dirjen', 'pajak', 'ga', 'malu', 'pamer', 'harta', 'ga', 'wajar']","['darurat', 'islamophobia', 'orang', 'dalam', 'perintah', 'darurat', 'cuci', 'uang', 't', 'tubuh', 'kemenkeu', 'darurat', 'bengkak', 'biaya', 'kcbj', 'darurat', 'moral', 'petinggi', 'kemenkeu', 'bea', 'cukai', 'dirjen', 'pajak', 'ga', 'malu', 'pamer', 'harta', 'ga', 'wajar']"
losnojos, nyolong jam gak seberapa yg trilliun kemenkeu gmn ceritanya,Negatif,"['nyolong', 'jam', 'gak', 'trilliun', 'kemenkeu', 'gmn', 'ceritanya']","['nyolong', 'jam', 'gak', 'trilliun', 'kemenkeu', 'gmn', 'cerita']"
truzlover, jawabannya adalah yang adalah para esmelon bukan berlaku buat semua kalian para umbi nggak dari kemenkeu tapi dari esmelon kalian kayaknya,Positif,"['jawabannya', 'esmelon', 'berlaku', 'umbi', 'kemenkeu', 'esmelon', 'kayaknya']","['jawab', 'esmelon', 'laku', 'umbi', 'kemenkeu', 'esmelon', 'kayak']"
Lyla138, penerimaan pajak untuk bonus pegawai pajak dan kemenkeu lainnya,Positif,"['penerimaan', 'pajak', 'bonus', 'pegawai', 'pajak', 'kemenkeu']","['terima', 'pajak', 'bonus', 'pegawai', 'pajak', 'kemenkeu']"
collegemenfess,cm ada yg pernah magang di kemenkeu gaa kalo ada aku mau tanya tanyaa,Positif,"['cm', 'magang', 'kemenkeu', 'gaa', 'tanyaa']","['cm', 'magang', 'kemenkeu', 'gaa', 'tanyaa']"
JurnalAspirasi, rafael awal dari bersih² kemenkeu kalau perlu disusul rafael² lainnya bayangkan di save deposit box ada valas inilah kiranya yg nyimpan valas itu rupanya para pejabat pantas rupiah selalu anjlok sialan betul tu pejabat bikin sengsara rakyat rio,Negatif,"['rafael', 'bersih²', 'kemenkeu', 'disusul', 'rafael²', 'bayangkan', 'save', 'deposit', 'box', 'valuta asing', 'nyimpan', 'valuta asing', 'pejabat', 'rupiah', 'anjlok', 'sialan', 'tu', 'pejabat', 'bikin', 'sengsara', 'rakyat', 'rio']","['rafael', 'bersih', 'kemenkeu', 'susul', 'rafael', 'bayang', 'save', 'deposit', 'box', 'valuta asing', 'nyimpan', 'valuta asing', 'jabat', 'rupiah', 'anjlok', 'sial', 'tu', 'jabat', 'bikin', 'sengsara', 'rakyat', 'rio']"
ariesuryana06, separo diambil curut kemenkeu,Negatif,"['separo', 'diambil', 'curut', 'kemenkeu']","['paro', 'ambil', 'curut', 'kemenkeu']"
DJPb_Kemenkeu,selamat untuk para pemenang djpbhandal lombapuisianakhbp haribaktiperbendaharaan hbp djpbrce,Positif,"['selamat', 'pemenang', 'djpbhandal', 'lombapuisianakhbp', 'haribaktiperbendaharaan', 'hbp', 'djpbrce']","['selamat', 'menang', 'djpbhandal', 'lombapuisianakhbp', 'haribaktiperbendaharaan', 'hbp', 'djpbrce']"
DJPb_Kemenkeu,kategori ii tksd juara shifwah isytiyaq tsabita judul puisi aku bangga menjadi anak indonesia juara fariishta hanna diza judul puisi perjalanan juara axelea brillante widiprana judul puisi ayahku pahlawanku ,Positif,"['kategori', 'ii', 'tksd', 'juara', 'shifwah', 'isytiyaq', 'tsabita', 'judul', 'puisi', 'bangga', 'anak', 'indonesia', 'juara', 'fariishta', 'hanna', 'diza', 'judul', 'puisi', 'perjalanan', 'juara', 'axelea', 'brillante', 'widiprana', 'judul', 'puisi', 'ayahku', 'pahlawanku']","['kategori', 'ii', 'tksd', 'juara', 'shifwah', 'isytiyaq', 'tsabita', 'judul', 'puisi', 'bangga', 'anak', 'indonesia', 'juara', 'fariishta', 'hanna', 'diza', 'judul', 'puisi', 'jalan', 'juara', 'axelea', 'brillante', 'widiprana', 'judul', 'puisi', 'ayah', 'pahlawan']"
